time_step,vehicle_id,role,speed_mps,acceleration,x,y,space_headway,ref_vels
1044,veh0,Leader,5.0991,-0.4712,646.288,-1.6,0.0,
1044,veh1,Follower1,5.1094,-0.3788,633.0444,-1.6,5.2436,7.1094
1044,veh2,Follower2,5.1139,-0.3369,619.7997,-1.6,5.2447,7.1139
1044,veh3,Follower3,3.075,-48.9629,603.196,-1.6,8.6036,5.075
1044,veh4,Follower4,12.0,20.0,581.2652,-1.6,13.9308,14.0
1044,veh5,Follower5,10.0,20.0,543.6754,-1.6,29.5898,12.0
1044,veh6,Follower6,8.0,20.0,524.5239,-1.6,11.1515,10.0
1045,veh0,Leader,5.0639,-0.352,646.7944,-1.6,0.0,
1045,veh1,Follower1,5.0552,-0.5412,633.5499,-1.6,5.2445,7.0552
1045,veh2,Follower2,5.0731,-0.4077,620.307,-1.6,5.2429,7.0731
1045,veh3,Follower3,5.075,19.9999,603.7035,-1.6,8.6034,7.075
1045,veh4,Follower4,0.0,-120.0,581.2652,-1.6,14.4383,2.0
1045,veh5,Follower5,12.0,20.0,544.8754,-1.6,28.3898,14.0
1045,veh6,Follower6,10.0,20.0,525.5239,-1.6,11.3515,12.0
1046,veh0,Leader,5.0306,-0.3333,647.2974,-1.6,0.0,
1046,veh1,Follower1,5.0265,-0.287,634.0525,-1.6,5.2449,7.0265
1046,veh2,Follower2,5.0063,-0.6677,620.8076,-1.6,5.2449,7.0063
1046,veh3,Follower3,7.075,20.0,604.411,-1.6,8.3966,9.075
1046,veh4,Follower4,2.0,20.0,581.4652,-1.6,14.9458,4.0
1046,veh5,Follower5,0.0,-120.0,544.8754,-1.6,28.5898,2.0
1046,veh6,Follower6,12.0,20.0,526.7239,-1.6,10.1515,14.0
1047,veh0,Leader,5.006,-0.2455,647.798,-1.6,0.0,
1047,veh1,Follower1,4.9961,-0.3039,634.5522,-1.6,5.2459,6.9961
1047,veh2,Follower2,4.9925,-0.1381,621.3069,-1.6,5.2453,6.9925
1047,veh3,Follower3,6.424,-6.5104,605.0534,-1.6,8.2534,8.424
1047,veh4,Follower4,4.0,20.0,581.8652,-1.6,15.1882,6.0
1047,veh5,Follower5,2.0,20.0,545.0754,-1.6,28.7898,4.0
1047,veh6,Follower6,0.0,-120.0,526.7239,-1.6,10.3515,2.0
1048,veh0,Leader,4.9746,-0.3145,648.2955,-1.6,0.0,
1048,veh1,Follower1,4.9784,-0.1779,635.05,-1.6,5.2455,6.9784
1048,veh2,Follower2,4.9647,-0.2777,621.8033,-1.6,5.2466,6.9647
1048,veh3,Follower3,8.424,20.0004,605.8958,-1.6,7.9075,10.424
1048,veh4,Follower4,6.0,20.0,582.4652,-1.6,15.4306,8.0
1048,veh5,Follower5,4.0,20.0,545.4754,-1.6,28.9898,6.0
1048,veh6,Follower6,2.0,20.0,526.9239,-1.6,10.5515,4.0
1049,veh0,Leader,4.9694,-0.0511,648.7924,-1.6,0.0,
1049,veh1,Follower1,4.9445,-0.3384,635.5444,-1.6,5.248,6.9445
1049,veh2,Follower2,4.9561,-0.0865,622.299,-1.6,5.2455,6.9561
1049,veh3,Follower3,0.0,-84.24,605.8958,-1.6,8.4031,2.0
1049,veh4,Follower4,8.0,20.0,583.2652,-1.6,14.6306,10.0
1049,veh5,Follower5,6.0,20.0,546.0754,-1.6,29.1898,8.0
1049,veh6,Follower6,4.0,20.0,527.3239,-1.6,10.7515,6.0
1050,veh0,Leader,4.9694,0.0,649.2894,-1.6,0.0,
1050,veh1,Follower1,4.956,0.1149,636.04,-1.6,5.2493,6.956
1050,veh2,Follower2,4.9143,-0.4177,622.7904,-1.6,5.2497,6.9143
1050,veh3,Follower3,2.0,20.0,606.0958,-1.6,8.6945,4.0
1050,veh4,Follower4,0.0,-80.0,583.2652,-1.6,14.8306,2.0
1050,veh5,Follower5,8.0,20.0,546.8754,-1.6,28.3898,10.0
1050,veh6,Follower6,6.0,20.0,527.9239,-1.6,10.9515,8.0
1051,veh0,Leader,4.9528,-0.1667,649.7846,-1.6,0.0,
1051,veh1,Follower1,4.9649,0.0891,636.5365,-1.6,5.2481,6.9649
1051,veh2,Follower2,4.9537,0.394,623.2858,-1.6,5.2508,6.9537
1051,veh3,Follower3,4.0,20.0,606.4958,-1.6,8.7899,6.0
1051,veh4,Follower4,2.0,20.0,583.4652,-1.6,15.0306,4.0
1051,veh5,Follower5,0.0,-80.0,546.8754,-1.6,28.5898,2.0
1051,veh6,Follower6,8.0,20.0,528.7239,-1.6,10.1515,10.0
1052,veh0,Leader,4.9629,0.1008,650.2809,-1.6,0.0,
1052,veh1,Follower1,4.9398,-0.2515,637.0305,-1.6,5.2504,6.9398
1052,veh2,Follower2,4.967,0.1324,623.7825,-1.6,5.2481,6.967
1052,veh3,Follower3,6.0,20.0,607.0958,-1.6,8.6866,8.0
1052,veh4,Follower4,4.0,20.0,583.8652,-1.6,15.2306,6.0
1052,veh5,Follower5,2.0,20.0,547.0754,-1.6,28.7898,4.0
1052,veh6,Follower6,0.0,-80.0,528.7239,-1.6,10.3515,2.0
1053,veh0,Leader,4.9931,0.3021,650.7802,-1.6,0.0,
1053,veh1,Follower1,4.9639,0.2418,637.5269,-1.6,5.2533,6.9639
1053,veh2,Follower2,4.9245,-0.4245,624.2749,-1.6,5.252,6.9245
1053,veh3,Follower3,8.0,20.0,607.8958,-1.6,8.3791,10.0
1053,veh4,Follower4,6.0,20.0,584.4652,-1.6,15.4306,8.0
1053,veh5,Follower5,4.0,20.0,547.4754,-1.6,28.9898,6.0
1053,veh6,Follower6,2.0,20.0,528.9239,-1.6,10.5515,4.0
1054,veh0,Leader,5.0248,0.3172,651.2827,-1.6,0.0,
1054,veh1,Follower1,5.0018,0.3786,638.0271,-1.6,5.2556,7.0018
1054,veh2,Follower2,4.9692,0.4465,624.7718,-1.6,5.2553,6.9692
1054,veh3,Follower3,1.5372,-64.6285,608.0496,-1.6,8.7223,3.5372
1054,veh4,Follower4,8.0,20.0,585.2652,-1.6,14.7843,10.0
1054,veh5,Follower5,6.0,20.0,548.0754,-1.6,29.1898,8.0
1054,veh6,Follower6,4.0,20.0,529.3239,-1.6,10.7515,6.0
1055,veh0,Leader,5.0568,0.3199,651.7884,-1.6,0.0,
1055,veh1,Follower1,5.0396,0.3781,638.531,-1.6,5.2573,7.0396
1055,veh2,Follower2,5.0156,0.4643,625.2734,-1.6,5.2577,7.0156
1055,veh3,Follower3,3.5372,20.0005,608.4033,-1.6,8.8701,5.5372
1055,veh4,Follower4,0.0,-80.0,585.2652,-1.6,15.1381,2.0
1055,veh5,Follower5,8.0,20.0,548.8754,-1.6,28.3898,10.0
1055,veh6,Follower6,6.0,20.0,529.9239,-1.6,10.9515,8.0
1056,veh0,Leader,5.1025,0.4574,652.2986,-1.6,0.0,
1056,veh1,Follower1,5.0762,0.3657,639.0387,-1.6,5.26,7.0762
1056,veh2,Follower2,5.0598,0.442,625.7794,-1.6,5.2593,7.0598
1056,veh3,Follower3,5.5372,20.0,608.957,-1.6,8.8224,7.5372
1056,veh4,Follower4,2.0,20.0,585.4652,-1.6,15.4918,4.0
1056,veh5,Follower5,0.0,-80.0,548.8754,-1.6,28.5898,2.0
1056,veh6,Follower6,8.0,20.0,530.7239,-1.6,10.1515,10.0
1057,veh0,Leader,5.1556,0.5304,652.8142,-1.6,0.0,
1057,veh1,Follower1,5.1288,0.5258,639.5515,-1.6,5.2627,7.1288
1057,veh2,Follower2,5.1008,0.4098,626.2894,-1.6,5.2621,7.1008
1057,veh3,Follower3,7.5372,20.0,609.7107,-1.6,8.5787,9.5372
1057,veh4,Follower4,4.0,20.0,585.8652,-1.6,15.8455,6.0
1057,veh5,Follower5,2.0,20.0,549.0754,-1.6,28.7898,4.0
1057,veh6,Follower6,0.0,-80.0,530.7239,-1.6,10.3515,2.0
1058,veh0,Leader,5.1965,0.4097,653.3338,-1.6,0.0,
1058,veh1,Follower1,5.1888,0.6009,640.0704,-1.6,5.2634,7.1888
1058,veh2,Follower2,5.1606,0.5979,626.8055,-1.6,5.2649,7.1606
1058,veh3,Follower3,5.5311,-20.0612,610.2638,-1.6,8.5417,7.5311
1058,veh4,Follower4,6.0,20.0,586.4652,-1.6,15.7986,8.0
1058,veh5,Follower5,4.0,20.0,549.4754,-1.6,28.9898,6.0
1058,veh6,Follower6,2.0,20.0,530.9239,-1.6,10.5515,4.0
1059,veh0,Leader,5.2423,0.4581,653.8581,-1.6,0.0,
1059,veh1,Follower1,5.2322,0.4333,640.5936,-1.6,5.2644,7.2322
1059,veh2,Follower2,5.2281,0.6752,627.3283,-1.6,5.2653,7.2281
1059,veh3,Follower3,7.5311,20.0002,611.0169,-1.6,8.3114,9.5311
1059,veh4,Follower4,8.0,20.0,587.2652,-1.6,15.7517,10.0
1059,veh5,Follower5,6.0,20.0,550.0754,-1.6,29.1898,8.0
1059,veh6,Follower6,4.0,20.0,531.3239,-1.6,10.7515,6.0
1060,veh0,Leader,5.2806,0.3822,654.3861,-1.6,0.0,
1060,veh1,Follower1,5.2806,0.4846,641.1217,-1.6,5.2644,7.2806
1060,veh2,Follower2,5.273,0.449,627.8556,-1.6,5.2661,7.273
1060,veh3,Follower3,5.746,-17.8514,611.5915,-1.6,8.2641,7.746
1060,veh4,Follower4,10.0,20.0,588.2652,-1.6,15.3263,12.0
1060,veh5,Follower5,8.0,20.0,550.8754,-1.6,29.3898,10.0
1060,veh6,Follower6,6.0,20.0,531.9239,-1.6,10.9515,8.0
1061,veh0,Leader,5.3278,0.4722,654.9189,-1.6,0.0,
1061,veh1,Follower1,5.319,0.384,641.6536,-1.6,5.2653,7.319
1061,veh2,Follower2,5.3234,0.5042,628.3879,-1.6,5.2657,7.3234
1061,veh3,Follower3,7.746,20.0004,612.3661,-1.6,8.0218,9.746
1061,veh4,Follower4,6.402,-35.9797,588.9054,-1.6,15.4607,8.402
1061,veh5,Follower5,10.0,20.0,551.8754,-1.6,29.03,12.0
1061,veh6,Follower6,8.0,20.0,532.7239,-1.6,11.1515,10.0
1062,veh0,Leader,5.3835,0.5576,655.4573,-1.6,0.0,
1062,veh1,Follower1,5.3684,0.4937,642.1904,-1.6,5.2668,7.3684
1062,veh2,Follower2,5.3609,0.3746,628.924,-1.6,5.2664,7.3609
1062,veh3,Follower3,4.8223,-29.237,612.8484,-1.6,8.0757,6.8223
1062,veh4,Follower4,8.402,19.9997,589.7456,-1.6,15.1027,10.402
1062,veh5,Follower5,12.0,20.0,553.0754,-1.6,28.6702,14.0
1062,veh6,Follower6,10.0,20.0,533.7239,-1.6,11.3515,12.0
1063,veh0,Leader,5.4308,0.4728,656.0003,-1.6,0.0,
1063,veh1,Follower1,5.428,0.5963,642.7332,-1.6,5.2671,7.428
1063,veh2,Follower2,5.412,0.5116,629.4652,-1.6,5.268,7.412
1063,veh3,Follower3,6.8223,20.0,613.5306,-1.6,7.9346,8.8223
1063,veh4,Follower4,7.5085,-8.9347,590.4965,-1.6,15.0341,9.5085
1063,veh5,Follower5,14.0,20.0,554.4754,-1.6,28.021,16.0
1063,veh6,Follower6,12.0,20.0,534.9239,-1.6,11.5515,14.0
1064,veh0,Leader,5.4694,0.3863,656.5473,-1.6,0.0,
1064,veh1,Follower1,5.4763,0.4829,643.2809,-1.6,5.2664,7.4763
1064,veh2,Follower2,5.4757,0.6368,630.0128,-1.6,5.2681,7.4757
1064,veh3,Follower3,8.7162,18.9394,614.4022,-1.6,7.6106,10.7162
1064,veh4,Follower4,9.5085,19.9997,591.4473,-1.6,14.9549,11.5085
1064,veh5,Follower5,8.1707,-58.2933,555.2925,-1.6,28.1548,10.1707
1064,veh6,Follower6,14.0,20.0,536.3239,-1.6,10.9686,16.0
1065,veh0,Leader,5.5,0.3056,657.0973,-1.6,0.0,
1065,veh1,Follower1,5.5133,0.3694,643.8322,-1.6,5.2651,7.5133
1065,veh2,Follower2,5.5245,0.4883,630.5653,-1.6,5.267,7.5245
1065,veh3,Follower3,0.0,-87.1624,614.4022,-1.6,8.163,2.0
1065,veh4,Follower4,11.5085,20.0,592.5982,-1.6,13.804,13.5085
1065,veh5,Follower5,10.1707,20.0003,556.3096,-1.6,28.2886,12.1707
1065,veh6,Follower6,0.0,-140.0,536.3239,-1.6,11.9856,2.0
1066,veh0,Leader,5.5235,0.2345,657.6496,-1.6,0.0,
1066,veh1,Follower1,5.5402,0.2696,644.3862,-1.6,5.2634,7.5402
1066,veh2,Follower2,5.5586,0.3404,631.1211,-1.6,5.2651,7.5586
1066,veh3,Follower3,2.0,20.0,614.6022,-1.6,8.5189,4.0
1066,veh4,Follower4,0.0,-115.085,592.5982,-1.6,14.004,2.0
1066,veh5,Follower5,12.1707,20.0,557.5266,-1.6,27.0715,14.1707
1066,veh6,Follower6,2.0,20.0,536.5239,-1.6,13.0027,4.0
1067,veh0,Leader,5.5857,0.6228,658.2082,-1.6,0.0,
1067,veh1,Follower1,5.5591,0.1887,644.9421,-1.6,5.2661,7.5591
1067,veh2,Follower2,5.5805,0.2189,631.6792,-1.6,5.263,7.5805
1067,veh3,Follower3,4.0,20.0,615.0022,-1.6,8.6769,6.0
1067,veh4,Follower4,2.0,20.0,592.7982,-1.6,14.204,4.0
1067,veh5,Follower5,0.0,-121.707,557.5266,-1.6,27.2715,2.0
1067,veh6,Follower6,4.0,20.0,536.9239,-1.6,12.6027,6.0
1068,veh0,Leader,5.6332,0.4746,658.7715,-1.6,0.0,
1068,veh1,Follower1,5.628,0.689,645.5049,-1.6,5.2666,7.628
1068,veh2,Follower2,5.5935,0.13,632.2385,-1.6,5.2664,7.5935
1068,veh3,Follower3,6.0,20.0,615.6022,-1.6,8.6363,8.0
1068,veh4,Follower4,4.0,20.0,593.1982,-1.6,14.404,6.0
1068,veh5,Follower5,2.0,20.0,557.7266,-1.6,27.4715,4.0
1068,veh6,Follower6,0.0,-40.0,536.9239,-1.6,12.8027,2.0
1069,veh0,Leader,5.7033,0.7011,659.3419,-1.6,0.0,
1069,veh1,Follower1,5.6773,0.493,646.0727,-1.6,5.2692,7.6773
1069,veh2,Follower2,5.6711,0.776,632.8056,-1.6,5.2671,7.6711
1069,veh3,Follower3,8.0,20.0,616.4022,-1.6,8.4034,10.0
1069,veh4,Follower4,6.0,20.0,593.7982,-1.6,14.604,8.0
1069,veh5,Follower5,4.0,20.0,558.1266,-1.6,27.6715,6.0
1069,veh6,Follower6,2.0,20.0,537.1239,-1.6,13.0027,4.0
1070,veh0,Leader,5.7804,0.771,659.9199,-1.6,0.0,
1070,veh1,Follower1,5.7538,0.765,646.6481,-1.6,5.2718,7.7538
1070,veh2,Follower2,5.7226,0.5157,633.3779,-1.6,5.2702,7.7226
1070,veh3,Follower3,6.2231,-17.7694,617.0245,-1.6,8.3534,8.2231
1070,veh4,Follower4,8.0,20.0,594.5982,-1.6,14.4264,10.0
1070,veh5,Follower5,6.0,20.0,558.7266,-1.6,27.8715,8.0
1070,veh6,Follower6,4.0,20.0,537.5239,-1.6,13.2027,6.0
1071,veh0,Leader,5.8505,0.7009,660.5049,-1.6,0.0,
1071,veh1,Follower1,5.8379,0.8409,647.2318,-1.6,5.2731,7.8379
1071,veh2,Follower2,5.8067,0.841,633.9586,-1.6,5.2733,7.8067
1071,veh3,Follower3,8.2231,20.0004,617.8468,-1.6,8.1117,10.2231
1071,veh4,Follower4,10.0,20.0,595.5982,-1.6,14.2487,12.0
1071,veh5,Follower5,8.0,20.0,559.5266,-1.6,28.0715,10.0
1071,veh6,Follower6,6.0,20.0,538.1239,-1.6,13.4027,8.0
1072,veh0,Leader,5.9052,0.5473,661.0955,-1.6,0.0,
1072,veh1,Follower1,5.9117,0.7384,647.823,-1.6,5.2725,7.9117
1072,veh2,Follower2,5.899,0.9226,634.5485,-1.6,5.2746,7.899
1072,veh3,Follower3,5.6124,-26.1068,618.4081,-1.6,8.1404,7.6124
1072,veh4,Follower4,12.0,20.0,596.7982,-1.6,13.6099,14.0
1072,veh5,Follower5,10.0,20.0,560.5266,-1.6,28.2715,12.0
1072,veh6,Follower6,8.0,20.0,538.9239,-1.6,13.6027,10.0
1073,veh0,Leader,6.0227,1.1744,661.6977,-1.6,0.0,
1073,veh1,Follower1,5.9652,0.5352,648.4195,-1.6,5.2782,7.9652
1073,veh2,Follower2,5.9768,0.7778,635.1461,-1.6,5.2734,7.9768
1073,veh3,Follower3,7.6124,19.9998,619.1693,-1.6,7.9768,9.6124
1073,veh4,Follower4,0.0,-120.0,596.7982,-1.6,14.3711,2.0
1073,veh5,Follower5,12.0,20.0,561.7266,-1.6,27.0715,14.0
1073,veh6,Follower6,10.0,20.0,539.9239,-1.6,13.8027,12.0
1074,veh0,Leader,6.0639,0.4123,662.3041,-1.6,0.0,
1074,veh1,Follower1,6.0957,1.3046,649.0291,-1.6,5.275,8.0957
1074,veh2,Follower2,6.0278,0.5103,635.7489,-1.6,5.2802,8.0278
1074,veh3,Follower3,8.3961,7.8367,620.0089,-1.6,7.74,10.3961
1074,veh4,Follower4,2.0,20.0,596.9982,-1.6,15.0108,4.0
1074,veh5,Follower5,0.0,-120.0,561.7266,-1.6,27.2715,2.0
1074,veh6,Follower6,12.0,20.0,541.1239,-1.6,12.6027,14.0
1075,veh0,Leader,6.0778,0.1389,662.9119,-1.6,0.0,
1075,veh1,Follower1,6.1302,0.3456,649.6421,-1.6,5.2698,8.1302
1075,veh2,Follower2,6.1735,1.4565,636.3663,-1.6,5.2759,8.1735
1075,veh3,Follower3,4.9032,-34.9288,620.4992,-1.6,7.867,6.9032
1075,veh4,Follower4,4.0,20.0,597.3982,-1.6,15.1011,6.0
1075,veh5,Follower5,2.0,20.0,561.9266,-1.6,27.4715,4.0
1075,veh6,Follower6,0.0,-120.0,541.1239,-1.6,12.8027,2.0
1076,veh0,Leader,6.1083,0.3056,663.5227,-1.6,0.0,
1076,veh1,Follower1,6.128,-0.0223,650.2549,-1.6,5.2678,8.128
1076,veh2,Follower2,6.1981,0.2463,636.9861,-1.6,5.2689,8.1981
1076,veh3,Follower3,6.9032,20.0001,621.1896,-1.6,7.7965,8.9032
1076,veh4,Follower4,6.0,20.0,597.9982,-1.6,15.1914,8.0
1076,veh5,Follower5,4.0,20.0,562.3266,-1.6,27.6715,6.0
1076,veh6,Follower6,2.0,20.0,541.3239,-1.6,13.0027,4.0
1077,veh0,Leader,6.1028,-0.0555,664.133,-1.6,0.0,
1077,veh1,Follower1,6.1557,0.2772,650.8705,-1.6,5.2625,8.1557
1077,veh2,Follower2,6.1732,-0.2494,637.6034,-1.6,5.2671,8.1732
1077,veh3,Follower3,8.9032,20.0,622.0799,-1.6,7.5235,10.9032
1077,veh4,Follower4,8.0,20.0,598.7982,-1.6,15.2817,10.0
1077,veh5,Follower5,6.0,20.0,562.9266,-1.6,27.8715,8.0
1077,veh6,Follower6,4.0,20.0,541.7239,-1.6,13.2027,6.0
1078,veh0,Leader,6.125,0.2222,664.7455,-1.6,0.0,
1078,veh1,Follower1,6.1331,-0.2262,651.4838,-1.6,5.2617,8.1331
1078,veh2,Follower2,6.2014,0.2821,638.2235,-1.6,5.2603,8.2014
1078,veh3,Follower3,1.6706,-72.3265,622.2469,-1.6,7.9766,3.6706
1078,veh4,Follower4,10.0,20.0,599.7982,-1.6,14.4488,12.0
1078,veh5,Follower5,8.0,20.0,563.7266,-1.6,28.0715,10.0
1078,veh6,Follower6,6.0,20.0,542.3239,-1.6,13.4027,8.0
1079,veh0,Leader,6.1556,0.3056,665.3611,-1.6,0.0,
1079,veh1,Follower1,6.1562,0.231,652.0994,-1.6,5.2616,8.1562
1079,veh2,Follower2,6.155,-0.4636,638.839,-1.6,5.2604,8.155
1079,veh3,Follower3,3.6706,20.0005,622.614,-1.6,8.225,5.6706
1079,veh4,Follower4,0.0,-100.0,599.7982,-1.6,14.8158,2.0
1079,veh5,Follower5,10.0,20.0,564.7266,-1.6,27.0715,12.0
1079,veh6,Follower6,8.0,20.0,543.1239,-1.6,13.6027,10.0
1080,veh0,Leader,6.2028,0.4722,665.9813,-1.6,0.0,
1080,veh1,Follower1,6.1866,0.3035,652.7181,-1.6,5.2632,8.1866
1080,veh2,Follower2,6.184,0.2896,639.4574,-1.6,5.2607,8.184
1080,veh3,Follower3,5.6706,20.0,623.1811,-1.6,8.2764,7.6706
1080,veh4,Follower4,2.0,20.0,599.9982,-1.6,15.1829,4.0
1080,veh5,Follower5,0.0,-100.0,564.7266,-1.6,27.2715,2.0
1080,veh6,Follower6,10.0,20.0,544.1239,-1.6,12.6027,12.0
1081,veh0,Leader,6.2719,0.6909,666.6085,-1.6,0.0,
1081,veh1,Follower1,6.2378,0.5125,653.3419,-1.6,5.2667,8.2378
1081,veh2,Follower2,6.215,0.3102,640.0789,-1.6,5.263,8.215
1081,veh3,Follower3,7.6706,20.0,623.9481,-1.6,8.1308,9.6706
1081,veh4,Follower4,4.0,20.0,600.3982,-1.6,15.5499,6.0
1081,veh5,Follower5,2.0,20.0,564.9266,-1.6,27.4715,4.0
1081,veh6,Follower6,0.0,-100.0,544.1239,-1.6,12.8027,2.0
1082,veh0,Leader,6.3278,0.5591,667.2413,-1.6,0.0,
1082,veh1,Follower1,6.3155,0.777,653.9734,-1.6,5.2679,8.3155
1082,veh2,Follower2,6.272,0.5698,640.7061,-1.6,5.2673,8.272
1082,veh3,Follower3,9.6706,20.0,624.9152,-1.6,7.7909,11.6706
1082,veh4,Follower4,6.0,20.0,600.9982,-1.6,15.917,8.0
1082,veh5,Follower5,4.0,20.0,565.3266,-1.6,27.6715,6.0
1082,veh6,Follower6,2.0,20.0,544.3239,-1.6,13.0027,4.0
1083,veh0,Leader,6.3809,0.5316,667.8794,-1.6,0.0,
1083,veh1,Follower1,6.3752,0.5964,654.6109,-1.6,5.2685,8.3752
1083,veh2,Follower2,6.3607,0.887,641.3422,-1.6,5.2688,8.3607
1083,veh3,Follower3,0.0,-96.706,624.9152,-1.6,8.427,2.0
1083,veh4,Follower4,8.0,20.0,601.7982,-1.6,15.117,10.0
1083,veh5,Follower5,6.0,20.0,565.9266,-1.6,27.8715,8.0
1083,veh6,Follower6,4.0,20.0,544.7239,-1.6,13.2027,6.0
1084,veh0,Leader,6.428,0.4711,668.5222,-1.6,0.0,
1084,veh1,Follower1,6.43,0.5485,655.2539,-1.6,5.2683,8.43
1084,veh2,Follower2,6.4248,0.6414,641.9847,-1.6,5.2693,8.4248
1084,veh3,Follower3,2.0,20.0,625.1152,-1.6,8.8695,4.0
1084,veh4,Follower4,0.0,-80.0,601.7982,-1.6,15.317,2.0
1084,veh5,Follower5,8.0,20.0,566.7266,-1.6,27.0715,10.0
1084,veh6,Follower6,6.0,20.0,545.3239,-1.6,13.4027,8.0
1085,veh0,Leader,6.4742,0.4614,669.1696,-1.6,0.0,
1085,veh1,Follower1,6.4768,0.4677,655.9016,-1.6,5.268,8.4768
1085,veh2,Follower2,6.4813,0.5646,642.6328,-1.6,5.2688,8.4813
1085,veh3,Follower3,4.0,20.0,625.5152,-1.6,9.1176,6.0
1085,veh4,Follower4,2.0,20.0,601.9982,-1.6,15.517,4.0
1085,veh5,Follower5,0.0,-80.0,566.7266,-1.6,27.2715,2.0
1085,veh6,Follower6,8.0,20.0,546.1239,-1.6,12.6027,10.0
1086,veh0,Leader,6.536,0.6182,669.8232,-1.6,0.0,
1086,veh1,Follower1,6.5222,0.4545,656.5538,-1.6,5.2694,8.5222
1086,veh2,Follower2,6.5271,0.4579,643.2855,-1.6,5.2683,8.5271
1086,veh3,Follower3,6.0,20.0,626.1152,-1.6,9.1703,8.0
1086,veh4,Follower4,4.0,20.0,602.3982,-1.6,15.717,6.0
1086,veh5,Follower5,2.0,20.0,566.9266,-1.6,27.4715,4.0
1086,veh6,Follower6,0.0,-80.0,546.1239,-1.6,12.8027,2.0
1087,veh0,Leader,6.5989,0.6293,670.4831,-1.6,0.0,
1087,veh1,Follower1,6.5873,0.6508,657.2126,-1.6,5.2705,8.5873
1087,veh2,Follower2,6.5712,0.4416,643.9426,-1.6,5.27,8.5712
1087,veh3,Follower3,8.0,20.0,626.9152,-1.6,9.0274,10.0
1087,veh4,Follower4,6.0,20.0,602.9982,-1.6,15.917,8.0
1087,veh5,Follower5,4.0,20.0,567.3266,-1.6,27.6715,6.0
1087,veh6,Follower6,2.0,20.0,546.3239,-1.6,13.0027,4.0
1088,veh0,Leader,6.6933,0.944,671.1524,-1.6,0.0,
1088,veh1,Follower1,6.6534,0.6607,657.8779,-1.6,5.2745,8.6534
1088,veh2,Follower2,6.6401,0.6885,644.6066,-1.6,5.2713,8.6401
1088,veh3,Follower3,10.0,20.0,627.9152,-1.6,8.6915,12.0
1088,veh4,Follower4,8.0,20.0,603.7982,-1.6,16.117,10.0
1088,veh5,Follower5,6.0,20.0,567.9266,-1.6,27.8715,8.0
1088,veh6,Follower6,4.0,20.0,546.7239,-1.6,13.2027,6.0
1089,veh0,Leader,6.7711,0.7773,671.8296,-1.6,0.0,
1089,veh1,Follower1,6.7574,1.0406,658.5537,-1.6,5.2759,8.7574
1089,veh2,Follower2,6.7098,0.6966,645.2776,-1.6,5.276,8.7098
1089,veh3,Follower3,1.0812,-89.1884,628.0233,-1.6,9.2543,3.0812
1089,veh4,Follower4,10.0,20.0,604.7982,-1.6,15.2251,12.0
1089,veh5,Follower5,8.0,20.0,568.7266,-1.6,28.0715,10.0
1089,veh6,Follower6,6.0,20.0,547.3239,-1.6,13.4027,8.0
1090,veh0,Leader,6.8636,0.9251,672.5159,-1.6,0.0,
1090,veh1,Follower1,6.8396,0.8219,659.2376,-1.6,5.2783,8.8396
1090,veh2,Follower2,6.8253,1.155,645.9601,-1.6,5.2775,8.8253
1090,veh3,Follower3,3.0812,20.0004,628.3314,-1.6,9.6287,5.0812
1090,veh4,Follower4,0.0,-100.0,604.7982,-1.6,15.5332,2.0
1090,veh5,Follower5,10.0,20.0,569.7266,-1.6,27.0715,12.0
1090,veh6,Follower6,8.0,20.0,548.1239,-1.6,13.6027,10.0
1091,veh0,Leader,6.9579,0.9434,673.2117,-1.6,0.0,
1091,veh1,Follower1,6.9381,0.9846,659.9314,-1.6,5.2803,8.9381
1091,veh2,Follower2,6.9124,0.8716,646.6514,-1.6,5.2801,8.9124
1091,veh3,Follower3,5.0812,20.0,628.8395,-1.6,9.8118,7.0812
1091,veh4,Follower4,2.0,20.0,604.9982,-1.6,15.8414,4.0
1091,veh5,Follower5,0.0,-100.0,569.7266,-1.6,27.2715,2.0
1091,veh6,Follower6,10.0,20.0,549.1239,-1.6,12.6027,12.0
1092,veh0,Leader,7.0519,0.9401,673.9169,-1.6,0.0,
1092,veh1,Follower1,7.0378,0.9973,660.6352,-1.6,5.2817,9.0378
1092,veh2,Follower2,7.0172,1.0481,647.3531,-1.6,5.2821,9.0172
1092,veh3,Follower3,7.0812,20.0,629.5477,-1.6,9.8054,9.0812
1092,veh4,Follower4,4.0,20.0,605.3982,-1.6,16.1495,6.0
1092,veh5,Follower5,2.0,20.0,569.9266,-1.6,27.4715,4.0
1092,veh6,Follower6,0.0,-100.0,549.1239,-1.6,12.8027,2.0
1093,veh0,Leader,7.1454,0.9349,674.6314,-1.6,0.0,
1093,veh1,Follower1,7.1358,0.9798,661.3488,-1.6,5.2826,9.1358
1093,veh2,Follower2,7.1226,1.0537,648.0654,-1.6,5.2834,9.1226
1093,veh3,Follower3,9.0812,20.0,630.4558,-1.6,9.6096,11.0812
1093,veh4,Follower4,6.0,20.0,605.9982,-1.6,16.4576,8.0
1093,veh5,Follower5,4.0,20.0,570.3266,-1.6,27.6715,6.0
1093,veh6,Follower6,2.0,20.0,549.3239,-1.6,13.0027,4.0
1094,veh0,Leader,7.2377,0.9231,675.3552,-1.6,0.0,
1094,veh1,Follower1,7.232,0.9624,662.072,-1.6,5.2832,9.232
